Item Code,Item Group,Default Unit of Measure,Item Name,HSN/SAC,Alloy,Finish Type,Color Type,Valuation Rate,Disabled,Profile,Standard or NonStandard
2.5 SQ.MM 3 CORE POLYCAB WIRE,General,Nos,2.5 SQ.MM 3 CORE POLYCAB WIRE,76041031,NA,NA,NA,100,0,0,Non-Standard
HANGING LIGHT HOOK 10MM,General,Nos,HANGING LIGHT HOOK 10MM,76041031,NA,NA,NA,100,0,0,Non-Standard
SHAFFHOLD  LADDER ONE FLOOR,General,Set,SHAFFHOLD  LADDER ONE FLOOR,76041031,NA,NA,NA,100,0,0,Non-Standard
WIRE STRIPPER TAPARIA MAKE,General,Nos,WIRE STRIPPER TAPARIA MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
MAIN PANNEL 615 AMP WITH AUTOCHANGEOVER SWITCH,General,Nos,MAIN PANNEL 615 AMP WITH AUTOCHANGEOVER SWITCH,76041031,NA,NA,NA,100,0,0,Non-Standard
CHARGES FOR ULTRASONIC INSPECTION & CERTIFICATION OF AIR RECEIVER TANK,General,Nos,CHARGES FOR ULTRASONIC INSPECTION & CERTIFICATION OF AIR RECEIVER TANK,76041031,NA,Finished,NA,100,0,0,Non-Standard
CHARGES FOR EXTERNAL AND VISUAL INSPECTION & CERTIFICATION OF FORKLIFT,General,Nos,CHARGES FOR EXTERNAL AND VISUAL INSPECTION & CERTIFICATION OF FORKLIFT,76041031,NA,NA,NA,100,0,0,Non-Standard
CARBON PAPER,General,PKT,CARBON PAPER,76041031,NA,NA,NA,100,0,0,Non-Standard
ARGON GAS CYLINDER (7 MTR CUBE),General,MTR CUBE,ARGON GAS CYLINDER (7 MTR CUBE),76041031,NA,NA,NA,100,0,0,Non-Standard
MINI BULK CONTAINER (146 MTR CUBE),General,MTR CUBE,MINI BULK CONTAINER (146 MTR CUBE),76041031,NA,Finished,NA,100,0,0,Non-Standard
ARGON UHP 99.999% PURITY,General,MTR CUBE,ARGON UHP 99.999% PURITY,76041031,NA,NA,NA,100,0,0,Non-Standard
MI LED TV 4K 43 INCH,General,Nos,MI LED TV 4K 43 INCH,76041031,NA,Finished,NA,100,0,0,Non-Standard
COUPLER PLATE 2 MM THK,General,Nos,COUPLER PLATE 2 MM THK,76041031,NA,NA,NA,100,0,0,Non-Standard
BOWL SET,General,Nos,BOWL SET,76041031,NA,NA,NA,100,0,0,Non-Standard
GREEN MARBLE,General,Square Foot,GREEN MARBLE,76041031,NA,NA,NA,100,0,0,Non-Standard
EXTRA WORK- CHAMFERING WORK ON MARBLE,General,Inch,EXTRA WORK- CHAMFERING WORK ON MARBLE,76041031,NA,NA,NA,100,0,0,Non-Standard
M30 (FREE FLOW) - CONCRETE MIX,General,MTR CUBE,M30 (FREE FLOW) - CONCRETE MIX,76041031,NA,NA,NA,100,0,0,Non-Standard
CONCRETE MIX,General,MTR CUBE,CONCRETE MIX,76041031,NA,NA,NA,100,0,0,Non-Standard
100 WATT HIGHBAY STD LENS,General,Nos,100 WATT HIGHBAY STD LENS,76041031,NA,NA,NA,100,0,0,Non-Standard
16AMP 6KA SINGLE POLE MCB,General,Nos,16AMP 6KA SINGLE POLE MCB,76041031,NA,NA,NA,100,0,0,Non-Standard
CONNECTOR STRIP,General,Nos,CONNECTOR STRIP,76041031,NA,NA,NA,100,0,0,Non-Standard
100 WATT FLOOD LIGHT SILVER COATED- CHARISMATIC MAKE,General,Nos,100 WATT FLOOD LIGHT SILVER COATED- CHARISMATIC MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
TRAY JOINT KIT,General,Nos,TRAY JOINT KIT,76041031,NA,NA,NA,100,0,0,Non-Standard
16 AMP 2 POLE MCB,General,Nos,16 AMP 2 POLE MCB,76041031,NA,NA,NA,100,0,0,Non-Standard
95 SQ.MM 3.5 CORE ARM CABLE,General,Meter,95 SQ.MM 3.5 CORE ARM CABLE,76041031,NA,NA,NA,100,0,0,Non-Standard
185 SQ.MM 3.5 CORE ARM CABLE,General,Meter,185 SQ.MM 3.5 CORE ARM CABLE,76041031,NA,NA,NA,100,0,0,Non-Standard
95 MM LUG ALUMINUM,General,Nos,95 MM LUG ALUMINUM,76041031,NA,NA,NA,100,0,0,Non-Standard
150 MM LUG ALUMINIUM,General,Nos,150 MM LUG ALUMINIUM,76041031,NA,NA,NA,100,0,0,Non-Standard
6 SQ.MM WIRE LUG COPPER,General,Nos,6 SQ.MM WIRE LUG COPPER,76041031,NA,NA,NA,100,0,0,Non-Standard
200 AMP BUSBAR WITH FUSE,General,Nos,200 AMP BUSBAR WITH FUSE,76041031,NA,NA,NA,100,0,0,Non-Standard
6 SQ.MM 4 CORE COPPER FLXIBLE CABLE,General,Meter,6 SQ.MM 4 CORE COPPER FLXIBLE CABLE,76041031,NA,NA,NA,100,0,0,Non-Standard
PARTATION BOARD,General,Nos,PARTATION BOARD,76041031,NA,NA,NA,100,0,0,Non-Standard
LUG 185 MM ALUMINUM,General,Nos,LUG 185 MM ALUMINUM,76041031,NA,NA,NA,100,0,0,Non-Standard
HANGING C CLAMP HOOK,General,Nos,HANGING C CLAMP HOOK,76041031,NA,NA,NA,100,0,0,Non-Standard
2100 WATT BAJAJ- INDUCTION,General,Nos,2100 WATT BAJAJ- INDUCTION,76041031,NA,NA,NA,100,0,0,Non-Standard
HDPE TARPULIN 120 GSM WITH KNEST BRANDING - 2400X1200X2200 MM,General,Nos,HDPE TARPULIN 120 GSM WITH KNEST BRANDING - 2400X1200X2200 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
HDPE TARPULIN 120 GSM WITH KNEST BRANDING- 2400X1000X2200 MM,General,Nos,HDPE TARPULIN 120 GSM WITH KNEST BRANDING- 2400X1000X2200 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
FORMLINER SHEET- HR 2500X1250X3 MM,General,Nos,FORMLINER SHEET- HR 2500X1250X3 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
FORMLINER SHEET- ALUMINIUM 2500X1250X3 MM,General,Nos,FORMLINER SHEET- ALUMINIUM 2500X1250X3 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
ELECTRICAL PANNEL 1100MM HIGHT *800 WIDTH *300MM DEPTH,General,Nos,ELECTRICAL PANNEL 1100MM HIGHT *800 WIDTH *300MM DEPTH,76041031,NA,NA,NA,100,0,0,Non-Standard
ALUMINIUM SQUARE PATTI 40MM WIDTH* 15MM THICKNESS,General,Meter,ALUMINIUM SQUARE PATTI 40MM WIDTH* 15MM THICKNESS,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 2810*910*30 MM,General,Nos,M S PLATE 2810*910*30 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
STIFFNER BAR 900*30*35 MM,General,Nos,STIFFNER BAR 900*30*35 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
STIFFNER LOCATING BLOCK 130*30*30 MM,General,Nos,STIFFNER LOCATING BLOCK 130*30*30 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
STIFFNER BAR LOCATOR 2800*80*30 MM,General,Nos,STIFFNER BAR LOCATOR 2800*80*30 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 200*155*30 MM,General,Nos,M S PLATE 200*155*30 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 220*150*16 MM,General,Nos,M S PLATE 220*150*16 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 500*50*16 MM,General,Nos,M S PLATE 500*50*16 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 180*150*10 MM,General,Nos,M S PLATE 180*150*10 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 290*75*16 MM,General,Nos,M S PLATE 290*75*16 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 220*150*16 MM SLOTTED PLATE,General,Nos,M S PLATE 220*150*16 MM SLOTTED PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 300*300*10 MM,General,Nos,M S PLATE 300*300*10 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
M12*35 ALLEN BOLT WITH WASHAR,General,Nos,M12*35 ALLEN BOLT WITH WASHAR,76041031,NA,NA,NA,100,0,0,Non-Standard
M12*120 ALLEN BOLT WITH FLATE WASHER - TVS MAKE,General,Nos,M12*120 ALLEN BOLT WITH FLATE WASHER - TVS MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
TOGGLE CLAMP 350 FM- STEEL SMITH MAKE,General,Nos,TOGGLE CLAMP 350 FM- STEEL SMITH MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 2000*900*30 MM,General,Nos,M S PLATE 2000*900*30 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
ALLEN BOLT M10*30 FULL THREADED - TVS MAKE,General,Nos,ALLEN BOLT M10*30 FULL THREADED - TVS MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
TOGGLE CLAMP VTC 210- STEEL SMITH MAKE,General,Nos,TOGGLE CLAMP VTC 210- STEEL SMITH MAKE,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
TOGGLE CLAMP 2550 HTC - STEEL SMITH MAKE,General,Nos,TOGGLE CLAMP 2550 HTC - STEEL SMITH MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
CLAMPING PAD MS,General,Nos,CLAMPING PAD MS,76041031,NA,NA,NA,100,0,0,Non-Standard
TOGGLE CLAMP MOUNTING BRACKET.,General,Nos,TOGGLE CLAMP MOUNTING BRACKET.,76041031,NA,NA,NA,100,0,0,Non-Standard
PNUMATIC CYLINDER 100*175 - KHS MAKE,General,Nos,PNUMATIC CYLINDER 100*175 - KHS MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
3 WAY PNEUMATIC SWITCH 1/4 - AIRMAX MAKE,General,Nos,3 WAY PNEUMATIC SWITCH 1/4 - AIRMAX MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
M12X1.75 TAP SET- TOTEM MAKE,General,Nos,M12X1.75 TAP SET- TOTEM MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
TAP SET M5*0.8 - TOTEM MAKE,General,Nos,TAP SET M5*0.8 - TOTEM MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
 FIXTURE PIVOT,General,Nos, FIXTURE PIVOT,76041031,NA,NA,NA,100,0,0,Non-Standard
FIXTURE TRUNION,General,Nos,FIXTURE TRUNION,76041031,NA,NA,NA,100,0,0,Non-Standard
FIXTURE LINK ASSY,General,Nos,FIXTURE LINK ASSY,76041031,NA,NA,NA,100,0,0,Non-Standard
CYLINDER Y FORK,General,Nos,CYLINDER Y FORK,76041031,NA,NA,NA,100,0,0,Non-Standard
95 MM LUG COPPER,General,Nos,95 MM LUG COPPER,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 600*100*16 MM,General,Nos,M S PLATE 600*100*16 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 1800*80*25 MM,General,Nos,M S PLATE 1800*80*25 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
DRILL BIT M14,General,Nos,DRILL BIT M14,76041031,NA,NA,NA,100,0,0,Non-Standard
DRILL BIT 12.5 MM,General,Nos,DRILL BIT 12.5 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
CYLINDER 250MM STROCK,General,Nos,CYLINDER 250MM STROCK,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATE 2010X910X30 MM,General,Kg,MS PLATE 2010X910X30 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATE 2810X910X30 MM,General,Kg,MS PLATE 2810X910X30 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATE 2810X90X30 MM,General,Kg,MS PLATE 2810X90X30 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATE 1810X90X25 MM,General,Kg,MS PLATE 1810X90X25 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
M8X25 MM ALLEN BOLT - TVS MAKE,General,Nos,M8X25 MM ALLEN BOLT - TVS MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
I BEAM 150*75 MM,General,Meter,I BEAM 150*75 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
C CHANNEL 150*75 MM,General,Meter,C CHANNEL 150*75 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
10MM PNEUMATIC T CONNECTOR,General,Nos,10MM PNEUMATIC T CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
8MM PMEUMATIC T CONNECTOR,General,Nos,8MM PMEUMATIC T CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
M12*1.25 TAP SET,General,Nos,M12*1.25 TAP SET,76041031,NA,NA,NA,100,0,0,Non-Standard
40X250MM STROKE LENGTH PNEUMATIC CYLINDER - KHS MAKE,General,Nos,40X250MM STROKE LENGTH PNEUMATIC CYLINDER - KHS MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
CLAMPING PIECE 1.2 44.0350.3318,General,Nos,CLAMPING PIECE 1.2 44.0350.3318,76041031,NA,NA,NA,100,0,0,Non-Standard
8W PANNEL LIGHT,General,Nos,8W PANNEL LIGHT,76041031,NA,NA,NA,100,0,0,Non-Standard
LOADING CHALLAN BOOK 1/5,General,Nos,LOADING CHALLAN BOOK 1/5,76041031,NA,NA,NA,100,0,0,Non-Standard
VINYL BOARD,General,Nos,VINYL BOARD,76041031,NA,NA,NA,100,0,0,Non-Standard
FLEX,General,Nos,FLEX,76041031,NA,NA,NA,100,0,0,Non-Standard
180X100X15 CYLINDER PLATE,General,Nos,180X100X15 CYLINDER PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
600X60X20 M S PLATE,General,Nos,600X60X20 M S PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
CP FIXTURE BASE PLATE - 1200X800X25 MM,General,Nos,CP FIXTURE BASE PLATE - 1200X800X25 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
CP FIXTURE BLOCK - 125X90X90 MM,General,Nos,CP FIXTURE BLOCK - 125X90X90 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
CP CYLINDER CLAMP - 150X70X15 MM,General,Nos,CP CYLINDER CLAMP - 150X70X15 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
CP CLAMPING BLOCK -120X60X60 MM,General,Nos,CP CLAMPING BLOCK -120X60X60 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
ROUND CYLINDER MOUNTING ASSEMBLY,General,Nos,ROUND CYLINDER MOUNTING ASSEMBLY,76041031,NA,NA,NA,100,0,0,Non-Standard
SMALL PLATE - 60X47.5X20 MM,General,Nos,SMALL PLATE - 60X47.5X20 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
ROUND CYLINDER MTG BRACKET,General,Nos,ROUND CYLINDER MTG BRACKET,76041031,NA,NA,NA,100,0,0,Non-Standard
ALLEN BOLT M10*40 MM FULL THREADED,General,Nos,ALLEN BOLT M10*40 MM FULL THREADED,76041031,NA,NA,NA,100,0,0,Non-Standard
250*40MM CYLINDER TRUNIAN,General,Nos,250*40MM CYLINDER TRUNIAN,76041031,NA,NA,NA,100,0,0,Non-Standard
100MM*20MM CYLINDER MOUNTING PLATE,General,Nos,100MM*20MM CYLINDER MOUNTING PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
MURRUM,General,Brass,MURRUM,76041031,NA,NA,NA,100,0,0,Non-Standard
WATER TANK 2000 LTR,General,Nos,WATER TANK 2000 LTR,76041031,NA,NA,NA,100,0,0,Non-Standard
1/8*8MM DIA PU FLOW CONTROL VALUE,General,Nos,1/8*8MM DIA PU FLOW CONTROL VALUE,76041031,NA,NA,NA,100,0,0,Non-Standard
8 AMP GLASS FUSE FOR WELDING MACHINE,General,Nos,8 AMP GLASS FUSE FOR WELDING MACHINE,76041031,NA,NA,NA,100,0,0,Non-Standard
5 AMP GLASS FUSE FOR WELDING MACHINE,General,Nos,5 AMP GLASS FUSE FOR WELDING MACHINE,76041031,NA,NA,NA,100,0,0,Non-Standard
4 POLE MCB METAL BOX,General,Nos,4 POLE MCB METAL BOX,76041031,NA,NA,NA,100,0,0,Non-Standard
4MM*4MM PU STRIGHT CONNECTOR,General,Nos,4MM*4MM PU STRIGHT CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
200*200*8 MS PLATE,General,Nos,200*200*8 MS PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
6 SQ MM SINGLE CORE EARTHING CABLE - POLYCAB MAKE,General,Meter,6 SQ MM SINGLE CORE EARTHING CABLE - POLYCAB MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
3 PHASE 440 VOLT 200 KVA DG SET - KOEL GREEN,General,Nos,3 PHASE 440 VOLT 200 KVA DG SET - KOEL GREEN,76041031,NA,NA,NA,100,0,0,Non-Standard
EARTHING PLATE,General,Nos,EARTHING PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
SPECTROMETER AMC-CALIBRACTION CERTIFICATE-(4 VISITS)-1 DAY EACH,General,Nos,SPECTROMETER AMC-CALIBRACTION CERTIFICATE-(4 VISITS)-1 DAY EACH,76041031,NA,NA,NA,100,0,0,Non-Standard
STAMPING CHARGES (GOVERMENT STAMPING),General,Nos,STAMPING CHARGES (GOVERMENT STAMPING),76041031,NA,NA,NA,100,0,0,Non-Standard
FAS22 -30 HP SCREW COMPRESSOR WITH IE3 MOTOR,General,Nos,FAS22 -30 HP SCREW COMPRESSOR WITH IE3 MOTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
AIR RECEIVER TANK 1000 LTR - WITH HYDROTEST CERTIFICATE,General,Nos,AIR RECEIVER TANK 1000 LTR - WITH HYDROTEST CERTIFICATE,76041031,NA,NA,NA,100,0,0,Non-Standard
POST FILTER - MODEL FFA40 (201 CFM),General,Nos,POST FILTER - MODEL FFA40 (201 CFM),76041031,NA,NA,NA,100,0,0,Non-Standard
PEX ALUMINIUM AIR PIPING PACKAGE - AS PER ATTACHED ANNEXURE,General,Set,PEX ALUMINIUM AIR PIPING PACKAGE - AS PER ATTACHED ANNEXURE,76041031,NA,NA,NA,100,0,0,Non-Standard
COMPRESSOR INTERCONNECTED PIPING PACKAGE,General,Set,COMPRESSOR INTERCONNECTED PIPING PACKAGE,76041031,NA,NA,NA,100,0,0,Non-Standard
LT XLPE 3.5 CORE 300 SQ. MM CABLE - POLYCAB MAKE,General,Meter,LT XLPE 3.5 CORE 300 SQ. MM CABLE - POLYCAB MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
300 SQ MM LT CABLE LAYING IN STRENCH WITH SADDLE,General,Meter,300 SQ MM LT CABLE LAYING IN STRENCH WITH SADDLE,76041031,NA,NA,NA,100,0,0,Non-Standard
CABLE TERMINATION FOR 300 SQ  MM LT CABLE WITH GLAND,General,Nos,CABLE TERMINATION FOR 300 SQ  MM LT CABLE WITH GLAND,76041031,NA,NA,NA,100,0,0,Non-Standard
CABLE TRAY FITTING,General,Meter,CABLE TRAY FITTING,76041031,NA,NA,NA,100,0,0,Non-Standard
WATER PUMP,General,Nos,WATER PUMP,76041031,6061/T6,NA,NA,100,0,0,Non-Standard
M10 X 100 HEX BOLT,General,Nos,M10 X 100 HEX BOLT,76041031,NA,NA,NA,100,0,0,Non-Standard
NUT M10,General,Nos,NUT M10,76041031,NA,NA,NA,100,0,0,Non-Standard
LAPP CABLE 1 SQ MM 12 CORE,General,Meter,LAPP CABLE 1 SQ MM 12 CORE,76041031,NA,NA,NA,100,0,0,Non-Standard
FLOW CONTROL VALVE 1/4 X 8,General,Nos,FLOW CONTROL VALVE 1/4 X 8,76041031,NA,NA,NA,100,0,0,Non-Standard
DIN RAIL,General,Nos,DIN RAIL,76041031,NA,NA,NA,100,0,0,Non-Standard
SELECTOR SWITCH 3 WAY,General,Nos,SELECTOR SWITCH 3 WAY,76041031,NA,NA,NA,100,0,0,Non-Standard
STOP PUSH BUTTON RED COLOR,General,Nos,STOP PUSH BUTTON RED COLOR,76041031,NA,NA,NA,100,0,0,Non-Standard
2.5 SQ MM SINGLE CORE EARHING CABLE - POLYCAB MAKE,General,Meter,2.5 SQ MM SINGLE CORE EARHING CABLE - POLYCAB MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
MIRROR,General,Nos,MIRROR,76041031,NA,NA,NA,100,0,0,Non-Standard
TAPER DRILL BIT 18.5,General,Nos,TAPER DRILL BIT 18.5,76041031,NA,NA,NA,100,0,0,Non-Standard
SOLDERING WIRE SPOOL - 50 GM BUNDLE,General,Nos,SOLDERING WIRE SPOOL - 50 GM BUNDLE,76041031,NA,NA,NA,100,0,0,Non-Standard
SOLDERING STATION,General,Nos,SOLDERING STATION,76041031,NA,NA,NA,100,0,0,Non-Standard
CHEMICAL EARTHING ROD- BORING & INSTALLATION CHARGES,General,Nos,CHEMICAL EARTHING ROD- BORING & INSTALLATION CHARGES,76041031,NA,NA,NA,100,0,0,Non-Standard
FAST EARTHING FEE-40 - CHEMICAL EARTHING ROD WITH 50 KG BFC,General,Nos,FAST EARTHING FEE-40 - CHEMICAL EARTHING ROD WITH 50 KG BFC,76041031,NA,NA,NA,100,0,0,Non-Standard
200 LVA KOEL DG SET - AS PER ATTACHED ANNEXURE - C,General,Nos,200 LVA KOEL DG SET - AS PER ATTACHED ANNEXURE - C,76041031,NA,NA,NA,100,0,0,Non-Standard
250 ML WATER BOTTLE WITH KNEST NAME & LOGO,General,Box,250 ML WATER BOTTLE WITH KNEST NAME & LOGO,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
4 CORE 2.5 SQ. MM FLEXIBLE CABLE - POLYCAB MAKE,General,Meter,4 CORE 2.5 SQ. MM FLEXIBLE CABLE - POLYCAB MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
EP FOAM SHEET 2000X1400X40 MM,General,Square Foot,EP FOAM SHEET 2000X1400X40 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
160 AMP 4 POLE MCCB WITH METAL BOX,General,Nos,160 AMP 4 POLE MCCB WITH METAL BOX,76041031,NA,NA,NA,100,0,0,Non-Standard
AIR COOLER FAN,General,Nos,AIR COOLER FAN,76041031,NA,NA,NA,100,0,0,Non-Standard
PEN,General,Nos,PEN,76041031,NA,NA,NA,100,0,0,Non-Standard
450X3.8X30 MM 120 TEETH BLADE,General,Nos,450X3.8X30 MM 120 TEETH BLADE,76041031,NA,NA,NA,100,0,0,Non-Standard
500X4.2X30 MM 120 TEETH BLADE,General,Nos,500X4.2X30 MM 120 TEETH BLADE,76041031,NA,NA,NA,100,0,0,Non-Standard
PU RUBBER BUSH PUNCHING M/C,General,Nos,PU RUBBER BUSH PUNCHING M/C,76041031,NA,NA,NA,100,0,0,Non-Standard
"3KW,620MM LENGTH,380V TO 415V",General,Nos,"3KW,620MM LENGTH,380V TO 415V",76041031,NA,NA,NA,100,0,0,Non-Standard
100X50X5 MM C CHANNEL FULL LENGTH,General,Nos,100X50X5 MM C CHANNEL FULL LENGTH,76041031,NA,NA,NA,100,0,0,Non-Standard
SHUTTERING OIL,General,LTR,SHUTTERING OIL,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATE FOR ROBOTIC FIXTURE,General,Nos,MS PLATE FOR ROBOTIC FIXTURE,76041031,NA,NA,NA,100,0,0,Non-Standard
AB/DELTA PLC 32 D/I & 32 D/O - DELTA PLC WITH WITH ETHERNET PORT,General,Nos,AB/DELTA PLC 32 D/I & 32 D/O - DELTA PLC WITH WITH ETHERNET PORT,76041031,NA,NA,NA,100,0,0,Non-Standard
"PLC PANNEL,INTEGRATION & COMMITIONING- WITH ALL REQUIRED ACCESSORIES",General,Nos,"PLC PANNEL,INTEGRATION & COMMITIONING- WITH ALL REQUIRED ACCESSORIES",76041031,NA,NA,NA,100,0,0,Non-Standard
CONCRETE VIBRATOR(35 MM NEEDLE DIA),General,Nos,CONCRETE VIBRATOR(35 MM NEEDLE DIA),76041031,NA,NA,NA,100,0,0,Non-Standard
STAINLESS STEEL PADLOCK,General,Nos,STAINLESS STEEL PADLOCK,76041031,NA,NA,NA,100,0,0,Non-Standard
LOCKOUT PLUG COVER,General,Nos,LOCKOUT PLUG COVER,76041031,NA,NA,NA,100,0,0,Non-Standard
LOCKOUT MCB CIRCUIT BREAKER,General,Nos,LOCKOUT MCB CIRCUIT BREAKER,76041031,NA,NA,NA,100,0,0,Non-Standard
TAGOUT - SAFETY WARING,General,Nos,TAGOUT - SAFETY WARING,76041031,NA,NA,NA,100,0,0,Non-Standard
STOPPER 70X20X20 L TYPE,General,Nos,STOPPER 70X20X20 L TYPE,76041031,NA,NA,NA,100,0,0,Non-Standard
ALUMINIUM BLOCK 150X75X30,General,Nos,ALUMINIUM BLOCK 150X75X30,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATE 150X74X15,General,Nos,MS PLATE 150X74X15,76041031,NA,NA,NA,100,0,0,Non-Standard
GATE PASS BOOK VISITOR,General,Nos,GATE PASS BOOK VISITOR,76041031,NA,NA,NA,100,0,0,Non-Standard
GATE PASS BOOK EMPLOYEE,General,Nos,GATE PASS BOOK EMPLOYEE,76041031,NA,NA,NA,100,0,0,Non-Standard
EVERYDAY TORCH,General,Nos,EVERYDAY TORCH,76041031,NA,NA,NA,100,0,0,Non-Standard
DIA. 40 MM PIERCING DIE,General,Nos,DIA. 40 MM PIERCING DIE,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
"END PLATE PROGRESSIVE DIE ( LH, RH)",General,Nos,"END PLATE PROGRESSIVE DIE ( LH, RH)",76041031,NA,NA,NA,100,0,0,Non-Standard
TELFON BUSH 30X100,General,Nos,TELFON BUSH 30X100,76041031,NA,NA,NA,100,0,0,Non-Standard
M4X37.5 MM COUNTER SCREW NUT & WASHER,General,Nos,M4X37.5 MM COUNTER SCREW NUT & WASHER,76041031,NA,NA,NA,100,0,0,Non-Standard
LED LIGHT,General,Nos,LED LIGHT,76041031,NA,NA,NA,100,0,0,Non-Standard
TROLLY WHEEL ASSEMBLY,General,Nos,TROLLY WHEEL ASSEMBLY,76041031,NA,NA,NA,100,0,0,Non-Standard
OMRON MAKE - PHOTO SENSOR (MODEL NO:- E3FA DP12 2M),General,Nos,OMRON MAKE - PHOTO SENSOR (MODEL NO:- E3FA DP12 2M),76041031,NA,NA,NA,100,0,0,Non-Standard
240 SQ.MM 3.5 CORE ALUMINIUM ARMOURD CABLE,General,Meter,240 SQ.MM 3.5 CORE ALUMINIUM ARMOURD CABLE,76041031,NA,NA,NA,100,0,0,Non-Standard
PU COATED CONVEYER ROLLER 50MMX700MM,General,Nos,PU COATED CONVEYER ROLLER 50MMX700MM,76041031,NA,NA,NA,100,0,0,Non-Standard
MAIN PANNEL 1000X800X400 MM,General,Nos,MAIN PANNEL 1000X800X400 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
630A AUTO CHANGEOVER PANNEL,General,Nos,630A AUTO CHANGEOVER PANNEL,76041031,NA,NA,NA,100,0,0,Non-Standard
240 SQ MM AL LUG,General,Nos,240 SQ MM AL LUG,76041031,NA,NA,NA,100,0,0,Non-Standard
ELECTRICAL WIRING MATERIAL FOR NEW OFFICE,General,Nos,ELECTRICAL WIRING MATERIAL FOR NEW OFFICE,76041031,NA,NA,NA,100,0,0,Non-Standard
LABOUR & TRANSPORTATION CHARGES,General,Nos,LABOUR & TRANSPORTATION CHARGES,76041031,NA,NA,NA,100,0,0,Non-Standard
CYLINDER HANDLING TROLLEY,General,Nos,CYLINDER HANDLING TROLLEY,76041031,NA,NA,NA,100,0,0,Non-Standard
DUST BIN MEDIUM SIZE,General,Nos,DUST BIN MEDIUM SIZE,76041031,NA,NA,NA,100,0,0,Non-Standard
