Item Code,Item Group,Default Unit of Measure,Item Name,HSN/SAC,Alloy,Finish Type,Color Type,Valuation Rate,Disabled,Profile,Standard or NonStandard
SHOWER,General,Nos,SHOWER,76041031,NA,NA,NA,100,0,0,Non-Standard
SPOUT,General,Nos,SPOUT,76041031,NA,NA,NA,100,0,0,Non-Standard
SINGLE LEVER,General,Nos,SINGLE LEVER,76041031,NA,NA,NA,100,0,0,Non-Standard
PILLAR COCK,General,Nos,PILLAR COCK,76041031,NA,NA,NA,100,0,0,Non-Standard
TOWEL RING,General,Nos,TOWEL RING,76041031,NA,NA,NA,100,0,0,Non-Standard
ITALIAN TWILIGHT COMMODE,General,Nos,ITALIAN TWILIGHT COMMODE,76041031,NA,NA,NA,100,0,0,Non-Standard
200X50 MM NYLON WHEEL - SWIVEL TYPE WITH BREAK,General,Nos,200X50 MM NYLON WHEEL - SWIVEL TYPE WITH BREAK,76041031,NA,NA,NA,100,0,0,Non-Standard
WHEEL MOUNTING PLATES,General,Nos,WHEEL MOUNTING PLATES,76041031,NA,NA,NA,100,0,0,Non-Standard
450*30*4.2*120 MACHINE BLADE,General,Nos,450*30*4.2*120 MACHINE BLADE,76041031,NA,NA,NA,100,0,0,Non-Standard
500*4.1*30*120 MACHINE BLADE,General,Nos,500*4.1*30*120 MACHINE BLADE,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 140X47.5X15 MM AS PER DRAWING,General,Nos,M S PLATE 140X47.5X15 MM AS PER DRAWING,76041031,NA,NA,NA,100,0,0,Non-Standard
550*4.2*30*132T (DIAXTHKXBOREXTEETH QTY) CUTTING CIRCULAR SAW BLADE,General,Nos,550*4.2*30*132T (DIAXTHKXBOREXTEETH QTY) CUTTING CIRCULAR SAW BLADE,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 60X60X95 MM,General,Nos,M S PLATE 60X60X95 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
600*5.2*30*132 MACHINE BLADE,General,Nos,600*5.2*30*132 MACHINE BLADE,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 170X130X15 MM AS PER DRAWING,General,Nos,M S PLATE 170X130X15 MM AS PER DRAWING,76041031,NA,NA,NA,100,0,0,Non-Standard
650*4.2*30*132 MACHINE BLADE,General,Nos,650*4.2*30*132 MACHINE BLADE,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATES 250X60X15MM  AS PER DRAWING,General,Nos,MS PLATES 250X60X15MM  AS PER DRAWING,76041031,NA,NA,NA,100,0,0,Non-Standard
M S PLATE 340X70X15 MM AS PER DRAWING,General,Nos,M S PLATE 340X70X15 MM AS PER DRAWING,76041031,NA,NA,NA,100,0,0,Non-Standard
MS END CAP PLATE 562.5X170X15 MM AS PER DRAWING,General,Nos,MS END CAP PLATE 562.5X170X15 MM AS PER DRAWING,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATE 600X600X20 MM AS PER DRAWING,General,Nos,MS PLATE 600X600X20 MM AS PER DRAWING,76041031,NA,NA,NA,100,0,0,Non-Standard
Motoman Robot Model : AR1440,General,Nos,Motoman Robot Model : AR1440,76041031,NA,NA,NA,100,0,0,Non-Standard
CABLE TRAY 300MM WIDTH,General,Meter,CABLE TRAY 300MM WIDTH,76041031,NA,NA,NA,100,0,0,Non-Standard
10 SQ.MM EARTHING COPPER WIRE- POLYCAB,General,Meter,10 SQ.MM EARTHING COPPER WIRE- POLYCAB,76041031,NA,NA,NA,100,0,0,Non-Standard
DIESEL FOR DG,General,LTR,DIESEL FOR DG,76041031,NA,NA,NA,100,0,0,Non-Standard
AIR MANIFOLD - 1 INLET AND 6 OUTLET,General,Nos,AIR MANIFOLD - 1 INLET AND 6 OUTLET,76041031,NA,NA,NA,100,0,0,Non-Standard
"AIR MANIFOLD 1 I/P,6 O/P",General,Nos,"AIR MANIFOLD 1 I/P,6 O/P",76041031,NA,NA,NA,100,0,0,Non-Standard
BESIN,General,Nos,BESIN,76041031,NA,Finished,NA,100,0,0,Non-Standard
RAIN COAT 2XL SIZE,General,Nos,RAIN COAT 2XL SIZE,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
CRUSHSAND,General,Brass,CRUSHSAND,76041031,NA,NA,NA,100,0,0,Non-Standard
PVC CAP 16 MM,General,Nos,PVC CAP 16 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
"MACHINE BELLOW W-325X100MM (OPEN -700, CLOSE-100MM)",General,Nos,"MACHINE BELLOW W-325X100MM (OPEN -700, CLOSE-100MM)",76041031,NA,NA,NA,100,0,0,Non-Standard
6X40 ALLEN BOLT,General,Nos,6X40 ALLEN BOLT,76041031,NA,NA,NA,100,0,0,Non-Standard
ARLDITE,General,Nos,ARLDITE,76041031,NA,NA,NA,100,0,0,Non-Standard
UPVC END CAP 1 INCH,General,Nos,UPVC END CAP 1 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
3/8X10 AIR VALVE,General,Nos,3/8X10 AIR VALVE,76041031,NA,NA,NA,100,0,0,Non-Standard
10X10X10 PU TEE,General,Nos,10X10X10 PU TEE,76041031,NA,NA,NA,100,0,0,Non-Standard
2X1/2 UPVC ELBOW,General,Nos,2X1/2 UPVC ELBOW,76041031,NA,NA,NA,100,0,0,Non-Standard
1/2X8 PU VALVE,General,Nos,1/2X8 PU VALVE,76041031,NA,NA,NA,100,0,0,Non-Standard
1/2 CLAMP,General,Nos,1/2 CLAMP,76041031,NA,NA,NA,100,0,0,Non-Standard
SKY OIL PAINT,General,Nos,SKY OIL PAINT,76041031,NA,NA,NA,100,0,0,Non-Standard
1X1/2 UPVC TEE,General,Nos,1X1/2 UPVC TEE,76041031,NA,NA,NA,100,0,0,Non-Standard
LED BULB 9 WATT-BAJAJ,General,Nos,LED BULB 9 WATT-BAJAJ,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
200 AMP 4 POLE MCCB,General,Nos,200 AMP 4 POLE MCCB,76041031,NA,NA,NA,100,0,0,Non-Standard
7.5 HP -3PH MONOBLOCK PUMP -KIRLOSKAR,General,Nos,7.5 HP -3PH MONOBLOCK PUMP -KIRLOSKAR,76041031,NA,NA,NA,100,0,0,Non-Standard
100 WATT HIGH BAY LED LIGHT-CHARISMATIC,General,Nos,100 WATT HIGH BAY LED LIGHT-CHARISMATIC,76041031,NA,NA,NA,100,0,0,Non-Standard
60 WATT HIGH BAY LED LIGHT-CHARISMATIC,General,Nos,60 WATT HIGH BAY LED LIGHT-CHARISMATIC,76041031,NA,NA,NA,100,0,0,Non-Standard
WIRE ROPE 8 MM-PVC COATED,General,Meter,WIRE ROPE 8 MM-PVC COATED,76041031,ALUMINIUM,NA,NA,100,0,0,Non-Standard
8MM WIRE ROPE CLAMP,General,Nos,8MM WIRE ROPE CLAMP,76041031,NA,NA,NA,100,0,0,Non-Standard
KICKER SLOT DIE REPAIRING CHARGES,General,Nos,KICKER SLOT DIE REPAIRING CHARGES,76041031,NA,Finished,NATURAL,100,0,0,Non-Standard
HAMMERING DRILL MACHINE- PLANET MAKE,General,Nos,HAMMERING DRILL MACHINE- PLANET MAKE,76041031,NA,Finished,NATURAL,100,0,0,Non-Standard
PAINT MARAKER WHITE-CAMLIN,General,Nos,PAINT MARAKER WHITE-CAMLIN,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
SHERA WOOD PLAIN -3MTR X 6 INCH,General,Nos,SHERA WOOD PLAIN -3MTR X 6 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
DRAWER CHANNEL 12 INCH,General,Nos,DRAWER CHANNEL 12 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
STAPLES PIN BOX KANGARO NO.10,General,Nos,STAPLES PIN BOX KANGARO NO.10,76041031,NA,NA,NA,100,0,0,Non-Standard
KIRLOSKAR GREEN AVR - PART NO.- 2H.811.32.0.00,General,Nos,KIRLOSKAR GREEN AVR - PART NO.- 2H.811.32.0.00,76041031,NA,NA,NA,100,0,0,Non-Standard
BATTERY CHARGER 10A 12VDC- PART NO.- 02.872.18.0.00,General,Nos,BATTERY CHARGER 10A 12VDC- PART NO.- 02.872.18.0.00,76041031,NA,NA,NA,100,0,0,Non-Standard
WIRE-1.5 MM AC 1100V - PART NO.- LPU.ELE.12.0.00,General,Nos,WIRE-1.5 MM AC 1100V - PART NO.- LPU.ELE.12.0.00,76041031,NA,NA,NA,100,0,0,Non-Standard
POST WARRANTY LABOUR CHARGES,General,Nos,POST WARRANTY LABOUR CHARGES,76041031,NA,NA,NA,100,0,0,Non-Standard
INK BOTTLE,General,Nos,INK BOTTLE,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
STAMP PAD,General,Nos,STAMP PAD,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
19X6 BLACK SCREW,General,PKT,19X6 BLACK SCREW,76041031,NA,NA,NA,100,0,0,Non-Standard
16X6 BLACK SCREW,General,PKT,16X6 BLACK SCREW,76041031,NA,NA,NA,100,0,0,Non-Standard
25X6 BLACK SCREW,General,PKT,25X6 BLACK SCREW,76041031,NA,NA,NA,100,0,0,Non-Standard
STAR BIT,General,Nos,STAR BIT,76041031,NA,NA,NA,100,0,0,Non-Standard
AGGRIGATE,General,Brass,AGGRIGATE,76041031,NA,NA,NA,100,0,0,Non-Standard
ULTRA SHAKTI CEMENT,General,Nos,ULTRA SHAKTI CEMENT,76041031,NA,NA,NA,100,0,0,Non-Standard
1X1/2X1 SOCKET UPVC,General,Nos,1X1/2X1 SOCKET UPVC,76041031,NA,NA,NA,100,0,0,Non-Standard
1/2 INCH UPVC TEE,General,Nos,1/2 INCH UPVC TEE,76041031,NA,NA,NA,100,0,0,Non-Standard
2X1/2 UPVC BALL VALVE,General,Nos,2X1/2 UPVC BALL VALVE,76041031,NA,NA,NA,100,0,0,Non-Standard
3 INCH GREEN HOSE PIPE,General,Nos,3 INCH GREEN HOSE PIPE,76041031,NA,NA,NA,100,0,0,Non-Standard
3 INCH HOSE NIPPLE,General,Nos,3 INCH HOSE NIPPLE,76041031,NA,NA,NA,100,0,0,Non-Standard
CPVC SOLVANT 118 ML,General,Nos,CPVC SOLVANT 118 ML,76041031,NA,NA,NA,100,0,0,Non-Standard
CUTTING OIL,General,LTR,CUTTING OIL,76041031,NA,NA,NA,100,0,0,Non-Standard
CONCRETE KHILLA 2 INCH,General,Nos,CONCRETE KHILLA 2 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
12X12X12 PU TEE,General,Nos,12X12X12 PU TEE,76041031,NA,NA,NA,100,0,0,Non-Standard
GI WASHER 6 MM,General,Nos,GI WASHER 6 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
1/2X10 PU VALVE,General,Nos,1/2X10 PU VALVE,76041031,NA,NA,NA,100,0,0,Non-Standard
10X1/2 PU CONNECTOR,General,Nos,10X1/2 PU CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
6MM GI NUT,General,Nos,6MM GI NUT,76041031,NA,NA,NA,100,0,0,Non-Standard
10X1/4 PU CONNECTOR,General,Nos,10X1/4 PU CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
5 MM NUT,General,Nos,5 MM NUT,76041031,NA,NA,NA,100,0,0,Non-Standard
UPVC BRASS MTA 2X1/2,General,Nos,UPVC BRASS MTA 2X1/2,76041031,NA,NA,NA,100,0,0,Non-Standard
2X1/2 UPVC TEE,General,Nos,2X1/2 UPVC TEE,76041031,NA,NA,NA,100,0,0,Non-Standard
2X1/2 X 2 UPVC BRASS,General,Nos,2X1/2 X 2 UPVC BRASS,76041031,NA,NA,NA,100,0,0,Non-Standard
TAP SET M4,General,Meter,TAP SET M4,76041031,NA,NA,NA,100,0,0,Non-Standard
2X1  UPVC BUSH,General,Nos,2X1  UPVC BUSH,76041031,NA,NA,NA,100,0,0,Non-Standard
12X55 SLEF SCREW,General,Nos,12X55 SLEF SCREW,76041031,NA,NA,NA,100,0,0,Non-Standard
ANCHOR FASTENERS - M12X100 MM,General,Nos,ANCHOR FASTENERS - M12X100 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
ANCHOR FASTENERS - 12X75 MM,General,Nos,ANCHOR FASTENERS - 12X75 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
MAGNET DRILL 8 MM,General,Nos,MAGNET DRILL 8 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
COTTON WASTE,General,Kg,COTTON WASTE,76041031,NA,NA,NA,100,0,0,Non-Standard
1/4X10 MM PU CONNECTOR,General,Nos,1/4X10 MM PU CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
2 INCH PVC PIPE,General,Nos,2 INCH PVC PIPE,76041031,NA,NA,NA,100,0,0,Non-Standard
8INCH GI NUT,General,Nos,8INCH GI NUT,76041031,NA,NA,NA,100,0,0,Non-Standard
SS SCREW 6X40,General,Nos,SS SCREW 6X40,76041031,NA,NA,NA,100,0,0,Non-Standard
8 MM GI WASHER,General,Nos,8 MM GI WASHER,76041031,NA,NA,NA,100,0,0,Non-Standard
50 MM LOCK,General,Nos,50 MM LOCK,76041031,NA,NA,NA,100,0,0,Non-Standard
3 INCH CONCRETE KHILA,General,Nos,3 INCH CONCRETE KHILA,76041031,NA,NA,NA,100,0,0,Non-Standard
OBD 20 KG,General,Nos,OBD 20 KG,76041031,NA,NA,NA,100,0,0,Non-Standard
CONCRETE KHILA 3 INCH WITH WASHER,General,Nos,CONCRETE KHILA 3 INCH WITH WASHER,76041031,NA,NA,NA,100,0,0,Non-Standard
12X25 SELF SCREW,General,Nos,12X25 SELF SCREW,76041031,NA,NA,NA,100,0,0,Non-Standard
CUT OFF WHEEL 4 INCH,General,Nos,CUT OFF WHEEL 4 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
HOLE SAW SET,General,Nos,HOLE SAW SET,76041031,NA,NA,NA,100,0,0,Non-Standard
2 INCH UPVC PIPE,General,Nos,2 INCH UPVC PIPE,76041031,NA,NA,NA,100,0,0,Non-Standard
ALLEN BOLT 8X100,General,Nos,ALLEN BOLT 8X100,76041031,NA,NA,NA,100,0,0,Non-Standard
4 INCH HILISH,General,Nos,4 INCH HILISH,76041031,NA,NA,NA,100,0,0,Non-Standard
8 M ODULE SURFACE BOX,General,Nos,8 M ODULE SURFACE BOX,76041031,NA,NA,NA,100,0,0,Non-Standard
ROMA 6 AMP SWITCH,General,Nos,ROMA 6 AMP SWITCH,76041031,NA,NA,NA,100,0,0,Non-Standard
8 MM GI NUT WASHER,General,Nos,8 MM GI NUT WASHER,76041031,NA,NA,NA,100,0,0,Non-Standard
4 INCH PAINT ROLLER,General,Nos,4 INCH PAINT ROLLER,76041031,NA,NA,NA,100,0,0,Non-Standard
9 INCH PAINT ROLLER,General,Nos,9 INCH PAINT ROLLER,76041031,NA,NA,NA,100,0,0,Non-Standard
1/2 UPVC SOCKET,General,Nos,1/2 UPVC SOCKET,76041031,NA,NA,NA,100,0,0,Non-Standard
1/2 UPVC ELBOW,General,Nos,1/2 UPVC ELBOW,76041031,NA,NA,NA,100,0,0,Non-Standard
SELF SCREW 12X25,General,Nos,SELF SCREW 12X25,76041031,NA,NA,NA,100,0,0,Non-Standard
CPVC B/MTA 1/2 INCH,General,Nos,CPVC B/MTA 1/2 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
FEVICOL HEATAX,General,Nos,FEVICOL HEATAX,76041031,NA,NA,NA,100,0,0,Non-Standard
CPVC B/MTA 1/2,General,Nos,CPVC B/MTA 1/2,76041031,NA,NA,NA,100,0,0,Non-Standard
3 INCH PAINT BRUSH,General,Nos,3 INCH PAINT BRUSH,76041031,NA,NA,NA,100,0,0,Non-Standard
3 INCH ROLLER BRUSH,General,Nos,3 INCH ROLLER BRUSH,76041031,NA,NA,NA,100,0,0,Non-Standard
ANCHOR FASTNERS,General,Nos,ANCHOR FASTNERS,76041031,NA,NA,NA,100,0,0,Non-Standard
MASKING TAPE,General,BUNDLE,MASKING TAPE,76041031,NA,NA,NA,100,0,0,Non-Standard
ANCHOR FASTNERS M12X75 MM,General,Nos,ANCHOR FASTNERS M12X75 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
1/2 BRASS BALL VALVE,General,Nos,1/2 BRASS BALL VALVE,76041031,NA,NA,NA,100,0,0,Non-Standard
UPVC ELBOW 1/2  INCH,General,Nos,UPVC ELBOW 1/2  INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
1/2 UPVC END CAP,General,Nos,1/2 UPVC END CAP,76041031,NA,NA,NA,100,0,0,Non-Standard
1/2 UPVC B/MTA,General,Nos,1/2 UPVC B/MTA,76041031,NA,NA,NA,100,0,0,Non-Standard
UPVC SOCKET 1/2 INCH,General,Nos,UPVC SOCKET 1/2 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
COPPER LUG 10 SQMM,General,Nos,COPPER LUG 10 SQMM,76041031,NA,NA,NA,100,0,0,Non-Standard
PVC BOX 6X7,General,Nos,PVC BOX 6X7,76041031,NA,NA,NA,100,0,0,Non-Standard
8 MM GI HALDOP SET,General,Nos,8 MM GI HALDOP SET,76041031,NA,NA,NA,100,0,0,Non-Standard
6 AMP SWITCH - ANKOR MAKE,General,Nos,6 AMP SWITCH - ANKOR MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
ANCHOR MAKE BLANK PLATE SINGLE,General,Nos,ANCHOR MAKE BLANK PLATE SINGLE,76041031,NA,NA,NA,100,0,0,Non-Standard
SPRAY GUN,General,Nos,SPRAY GUN,76041031,NA,NA,NA,100,0,0,Non-Standard
2 INCH PVC ELBOW,General,Nos,2 INCH PVC ELBOW,76041031,NA,NA,NA,100,0,0,Non-Standard
PU PIPE M8 JANATICS,General,Nos,PU PIPE M8 JANATICS,76041031,NA,Finished,NATURAL,100,0,0,Non-Standard
PU CONNECTOR 1/4*6,General,Nos,PU CONNECTOR 1/4*6,76041031,NA,Finished,NA,100,0,0,Non-Standard
MS PLATE  500*500*5,General,Nos,MS PLATE  500*500*5,76041031,NA,Finished,NA,100,0,0,Non-Standard
WALL MOUNTING ELECTRIC BOARD 3 SWITCH BUTTONS,General,Nos,WALL MOUNTING ELECTRIC BOARD 3 SWITCH BUTTONS,76041031,NA,NA,NA,100,0,0,Non-Standard
M5*4 L TYPE PU CONNECTOR,General,Nos,M5*4 L TYPE PU CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
SOCKET BOARD 16 AMP,General,Nos,SOCKET BOARD 16 AMP,76041031,NA,NA,NA,100,0,0,Non-Standard
BOLT CUTTER STANLEY 457 MM 18 INCH,General,Nos,BOLT CUTTER STANLEY 457 MM 18 INCH,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
"INSUL.RING DIA 18,2/DIA 10,2X2,9",General,Nos,"INSUL.RING DIA 18,2/DIA 10,2X2,9",76041031,NA,NA,NATURAL,100,0,0,Non-Standard
NOZZLE STOCK M6/SW10X20CU,General,Nos,NOZZLE STOCK M6/SW10X20CU,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
ANTI-SPATTER SPRAY,General,Nos,ANTI-SPATTER SPRAY,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
GAS NOZZLE DIA 13/DIA 25X41 CT,General,Nos,GAS NOZZLE DIA 13/DIA 25X41 CT,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
CONTACT TIP 1.2/M6/8X24 MM-AL,General,Nos,CONTACT TIP 1.2/M6/8X24 MM-AL,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
POTATO GREASE.,General,Kg,POTATO GREASE.,76041031,NA,NA,NA,100,0,0,Non-Standard
BLACK GREASE,General,Kg,BLACK GREASE,76041031,NA,NA,NA,100,0,0,Non-Standard
DOOR LOCK BIG SIZE,General,Nos,DOOR LOCK BIG SIZE,76041031,NA,NA,NA,100,0,0,Non-Standard
DOOR LOCK FOR TAPARIA TOOL BOX,General,Nos,DOOR LOCK FOR TAPARIA TOOL BOX,76041031,NA,NA,NA,100,0,0,Non-Standard
M16*2.0 MM TAP SET-TOTEM,General,Set,M16*2.0 MM TAP SET-TOTEM,76041031,NA,NA,NA,100,0,0,Non-Standard
MB BOSS & PIARS DIA SENDING FOR REPAIR,General,Nos,MB BOSS & PIARS DIA SENDING FOR REPAIR,76041031,NA,NA,NA,100,0,0,Non-Standard
FLAT ROUGH FILE 150 MM-TAPARIA,General,Nos,FLAT ROUGH FILE 150 MM-TAPARIA,76041031,NA,NA,NA,100,0,0,Non-Standard
TAPARIA CHISEL 30MM,General,Nos,TAPARIA CHISEL 30MM,76041031,NA,NA,NA,100,0,0,Non-Standard
150*200*30MM PLATE SENDING FOR SURFACE GRINDING,General,Nos,150*200*30MM PLATE SENDING FOR SURFACE GRINDING,76041031,NA,NA,NA,100,0,0,Non-Standard
RAIL MOUNTING ASSAMBLY SENDING FOR SURFACE GRINDING,General,Nos,RAIL MOUNTING ASSAMBLY SENDING FOR SURFACE GRINDING,76041031,NA,NA,NA,100,0,0,Non-Standard
PAYMENT VOUCHER,General,Nos,PAYMENT VOUCHER,76041031,NA,NA,NA,100,0,0,Non-Standard
PLASTIC HARD BROOM,General,Nos,PLASTIC HARD BROOM,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
25 MM J BOX-4 WAY,General,Nos,25 MM J BOX-4 WAY,76041031,NA,NA,NA,100,0,0,Non-Standard
25 MM BEND,General,Nos,25 MM BEND,76041031,NA,NA,NA,100,0,0,Non-Standard
25 MM SOCKET,General,Nos,25 MM SOCKET,76041031,NA,NA,NA,100,0,0,Non-Standard
25 MM CASING CAPING PATTI 3/4 INCH,General,Nos,25 MM CASING CAPING PATTI 3/4 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
35*8 Screw,General,Box,35*8 Screw,76041031,NA,NA,NA,100,0,0,Non-Standard
35*8 Ravel Plug,General,Box,35*8 Ravel Plug,76041031,NA,NA,NA,100,0,0,Non-Standard
Cable Tie Packet (350mm),General,PKT,Cable Tie Packet (350mm),76041031,NA,NA,NA,100,0,0,Non-Standard
Fixable Pipe-20 MM,General,Meter,Fixable Pipe-20 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
18 Modal Surfex Box with Plate,General,Nos,18 Modal Surfex Box with Plate,76041031,NA,NA,NA,100,0,0,Non-Standard
12 Modal Surfex Box with Plate,General,Nos,12 Modal Surfex Box with Plate,76041031,NA,NA,NA,100,0,0,Non-Standard
8 Modal Surfex Box with Plate,General,Nos,8 Modal Surfex Box with Plate,76041031,NA,NA,NA,100,0,0,Non-Standard
6 Modal Surfex Box with Plate,General,Nos,6 Modal Surfex Box with Plate,76041031,NA,NA,NA,100,0,0,Non-Standard
2 Modal Surfex Box with Plate,General,Nos,2 Modal Surfex Box with Plate,76041031,NA,NA,NA,100,0,0,Non-Standard
8 way DB Box,General,Nos,8 way DB Box,76041031,NA,NA,NA,100,0,0,Non-Standard
5 A Switch,General,Nos,5 A Switch,76041031,NA,NA,NA,100,0,0,Non-Standard
5 A Socket,General,Nos,5 A Socket,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
15 A Switch,General,Nos,15 A Switch,76041031,NA,NA,NA,100,0,0,Non-Standard
Fan Regulator (Socket Type),General,Nos,Fan Regulator (Socket Type),76041031,NA,NA,NA,100,0,0,Non-Standard
Blank Plate,General,Nos,Blank Plate,76041031,NA,NA,NA,100,0,0,Non-Standard
MCB 2 POLE (32A),General,Nos,MCB 2 POLE (32A),76041031,NA,NA,NA,100,0,0,Non-Standard
MCB S.P (16A),General,Nos,MCB S.P (16A),76041031,NA,NA,NA,100,0,0,Non-Standard
MCB S.P (10A),General,Nos,MCB S.P (10A),76041031,NA,NA,NA,100,0,0,Non-Standard
MCB METAL BOX 2 POLE,General,Nos,MCB METAL BOX 2 POLE,76041031,NA,NA,NA,100,0,0,Non-Standard
Square Box,General,Nos,Square Box,76041031,NA,NA,NA,100,0,0,Non-Standard
Ceiling Roj,General,Nos,Ceiling Roj,76041031,NA,NA,NA,100,0,0,Non-Standard
Angle Holder,General,Nos,Angle Holder,76041031,NA,NA,NA,100,0,0,Non-Standard
8*10 Wooden Board,General,Nos,8*10 Wooden Board,76041031,NA,NA,NA,100,0,0,Non-Standard
4*7 Wooden Board,General,Nos,4*7 Wooden Board,76041031,NA,NA,NA,100,0,0,Non-Standard
Hanging Light -60 W,General,Nos,Hanging Light -60 W,76041031,NA,NA,NA,100,0,0,Non-Standard
"Exhaust Fan 18"" ALMONARD",General,Nos,"Exhaust Fan 18"" ALMONARD",76041031,NA,NA,NA,100,0,0,Non-Standard
SAFETY AUDIT FOR WHOLE PLANT AS PER ANNEXURE,General,Nos,SAFETY AUDIT FOR WHOLE PLANT AS PER ANNEXURE,76041031,NA,NA,NA,100,0,0,Non-Standard
1 Sq.mm Red -POLYCAB,General,Box,1 Sq.mm Red -POLYCAB,76041031,NA,NA,NA,100,0,0,Non-Standard
1 Sq.mm BLACK-POLYCAB,General,Meter,1 Sq.mm BLACK-POLYCAB,76041031,NA,NA,NA,100,0,0,Non-Standard
1 Sq.mm Green-POLYCAB,General,Box,1 Sq.mm Green-POLYCAB,76041031,NA,NA,NA,100,0,0,Non-Standard
1.5 Sq. mm Red-POLYCAB,General,Meter,1.5 Sq. mm Red-POLYCAB,76041031,NA,NA,NA,100,0,0,Non-Standard
1.5 Sq. mm Black-POLYCAB,General,Box,1.5 Sq. mm Black-POLYCAB,76041031,NA,NA,NA,100,0,0,Non-Standard
2.5 Sq. mm Red-POLYCAB,General,Meter,2.5 Sq. mm Red-POLYCAB,76041031,NA,NA,NA,100,0,0,Non-Standard
2.5 Sq. mm Black-POLYCAB,General,Box,2.5 Sq. mm Black-POLYCAB,76041031,NA,NA,NA,100,0,0,Non-Standard
EARTH CLAMP 50-70MMSQ/MS/600 (43.0004.0138),General,Nos,EARTH CLAMP 50-70MMSQ/MS/600 (43.0004.0138),76041031,NA,Finished,NA,100,0,0,Non-Standard
Clamp 1-ear Ø99.3-102.5 b=5 (42.1500.0168 CLAMP),General,Nos,Clamp 1-ear Ø99.3-102.5 b=5 (42.1500.0168 CLAMP),76041031,NA,Finished,NA,100,0,0,Non-Standard
TAPARIA 1101-6 DIAGONAL PLIER,General,Nos,TAPARIA 1101-6 DIAGONAL PLIER,76041031,NA,Finished,NA,100,0,0,Non-Standard
CASTING WELDING ROD,General,Nos,CASTING WELDING ROD,76041031,NA,Finished,NA,100,0,0,Non-Standard
M4 *20 ALLEN BOLT,General,Nos,M4 *20 ALLEN BOLT,76041031,NA,Finished,NA,100,0,0,Non-Standard
ALUMINIUM CHEMICAL TEST,General,Nos,ALUMINIUM CHEMICAL TEST,76041031,NA,NA,NA,100,0,0,Non-Standard
ALUMINIUM- HARDNESS (HRB) TEST,General,Nos,ALUMINIUM- HARDNESS (HRB) TEST,76041031,NA,NA,NA,100,0,0,Non-Standard
ALUMINIUM- TENSILE TEST,General,Nos,ALUMINIUM- TENSILE TEST,76041031,NA,NA,NA,100,0,0,Non-Standard
DIE LIFTER ( STACKER) 2 TON CAPACITY,General,Nos,DIE LIFTER ( STACKER) 2 TON CAPACITY,76041031,NA,Finished,NA,100,0,0,Non-Standard
SOLENOID COIL MODEL NO.DF2-3-B,General,Nos,SOLENOID COIL MODEL NO.DF2-3-B,76041031,NA,Finished,NA,100,0,0,Non-Standard
GAS SOLENOID COIL ESAB,General,Nos,GAS SOLENOID COIL ESAB,76041031,NA,Finished,NA,100,0,0,Non-Standard
FIANA 6A 1WAY SWITCH,General,Nos,FIANA 6A 1WAY SWITCH,76041031,NA,NA,NA,100,0,0,Non-Standard
PVC SURFACE BOX 8M,General,Nos,PVC SURFACE BOX 8M,76041031,NA,NA,NA,100,0,0,Non-Standard
PVC SURFACE BOX 12M,General,Nos,PVC SURFACE BOX 12M,76041031,NA,NA,NA,100,0,0,Non-Standard
